PMID,Abstract,pubdate,authors,sorttitle,pages,lang,nlmuniqueid,fulljournalname,elocationid,doctype,publisherlocation,publishername,srcdate,sortpubdate,sortfirstauthor,ReviewerA,ReviewerB
25470548,"The gut microbiome and daily feeding/fasting cycle influence host metabolism and contribute to obesity and metabolic diseases. However, fundamental characteristics of this relationship between the feeding/fasting cycle and the gut microbiome are unknown. Our studies show that the gut microbiome is highly dynamic, exhibiting daily cyclical fluctuations in composition. Diet-induced obesity dampens the daily feeding/fasting rhythm and diminishes many of these cyclical fluctuations. Time-restricted feeding (TRF), in which feeding is consolidated to the nocturnal phase, partially restores these cyclical fluctuations. Furthermore, TRF, which protects against obesity and metabolic diseases, affects bacteria shown to influence host metabolism. Cyclical changes in the gut microbiome from feeding/fasting rhythms contribute to the diversity of gut microflora and likely represent a mechanism by which the gut microbiome affects host metabolism. Thus, feeding pattern and time of harvest, in addition to diet, are important parameters when assessing the microbiome's contribution to host metabolism.Copyright © 2014 Elsevier Inc. All rights reserved.",2014 Dec 2,"Zarrinpar A, Chaix A, Yooseph S, Panda S",diet and feeding pattern affect the diurnal dynamics of the gut microbiome,1006-17,eng,101233170,Cell metabolism,doi: 10.1016/j.cmet.2014.11.008,citation,NA,NA,NA,2014/12/02 00:00,Zarrinpar A,1,5
24531270,"To clarify the effect of type of foods on the intestinal environment, Far East Asian- (FEA; rich in rice starch, soy protein and soy oil) and Far East Asian marine- (FEAM; rich in rice starch, fish meal, fish oil and brown alga) modelled diets and sucrose, casein and beef tallow-rich (SCB) diet were prepared. After the 2-week administration of diets in rats, caecal organic acids and putrefactive compounds (ammonia, indole, phenol and H2S, which are regarded as putative risk factors for tumours) were determined. The caecal microbiota was also analyzed using denaturing gradient gel electrophoresis and pyrosequencing with bar-coded primers targeting the bacterial 16S rRNA gene. Levels of n-butyrate, acetate, indole and phenol were high in rats fed FEA. On the other hand, H2S was clearly suppressed by both FEA and FEAM comparing with SCB. These results suggest that FEAM is preferable to FEA for optimal intestinal environment and host health. Both microbial analyses showed that the diversity of microbiota in the FEAM group was lower than in the other diet groups. Ratio of Firmicutes, Bacteroidetes and Proteobacteria in the SCB group was about 5:4:1. Firmicutes, particularly Lachnospiraceae, was promoted by FEA and FEAM.",2014 May,"An C, Kuda T, Yazaki T, Takahashi H, Kimura B",caecal environment of rats fed far east asian modelled diets,4701-9,eng,8406612,Applied microbiology and biotechnology,doi: 10.1007/s00253-014-5535-8,citation,NA,NA,NA,2014/05/01 00:00,An C,1,4
27529448,"The ability of high phenolic Rutgers Scarlet Lettuce (RSL) to attenuate metabolic syndrome and gut dysbiosis was studied in very high fat diet (VHFD)-fed mice. Phenolic absorption was assessed in vivo and in a gastrointestinal tract model.Mice were fed VHFD, VHFD supplemented with RSL (RSL-VHFD) or store-purchased green lettuce (GL-VHFD), or low-fat diet (LFD) for 13 weeks. Compared to VHFD or GL-VHFD-fed groups, RSL-VHFD group showed significantly improved oral glucose tolerance (p<0.05). Comparison of VHFD, RSL-VHFD, and GL-VHFD groups revealed no significant differences with respect to insulin tolerance, hepatic lipids, body weight gain, fat mass, plasma glucose, triglycerides, free fatty acid, and lipopolysaccharide levels, as well as relative abundances of major bacterial phyla from 16S rDNA amplicon data sequences (from fecal and cecal samples). However, RSL and GL-supplementation increased abundance of several taxa involved in plant polysaccharide degradation/fermentation. RSL phenolics chlorogenic acid, quercetin-3-glucoside, and quercetin-malonyl-glucoside were bioaccessible in the TIM-1 digestion model, but had relatively low recovery.RSL phenolics contributed to attenuation of post-prandial hyperglycemia. Changes in gut microbiota were likely due to microbiota accessible carbohydrates in RSL and GL rather than RSL phenolics, which may be metabolized, absorbed, or degraded before reaching the colon.© 2016 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim.",2016 Nov,"Cheng DM, Roopchand DE, Poulev A, Kuhn P, Armas I, Johnson WD, Oren A, Ribnicky D, Zelzion E, Bhattacharya D, Raskin I",high phenolics rutgers scarlet lettuce improves glucose metabolism in high fat diet induced obese mice,2367-2378,eng,101231818,Molecular nutrition &amp; food research,doi: 10.1002/mnfr.201600290,citation,NA,NA,NA,2016/11/01 00:00,Cheng DM,1,12
21992951,"Gut microorganisms have the potential to influence weight gain and fat deposition through a variety of mechanisms. One factor is the ability of microorganisms in the large intestine to release energy by fermenting otherwise indigestible components of the diet (""energy harvest""). This energy becomes available to the host indirectly through the absorption of microbially produced short-chain fatty acids. Energy recovery from fiber will be largely determined by dietary intake and gut transit, but can also depend on the makeup of the gut microbiota. The species composition of the gut microbiota changes with diet composition, as has been shown in studies with obese individuals after reduced carbohydrate weight loss diets, or diets containing different nondigestible carbohydrates. There is conflicting evidence, however, on the extent to which gut microbiota composition differs between obese and nonobese humans. In contrast, there is increasing evidence to suggest that gut microorganisms and their metabolic products can influence gut hormones, inflammation, and gut motility. Any changes in gut microbiota composition that influence energy expenditure, satiety, and food intake have the potential to alter weight gain and weight loss, but a better understanding of the impact of different members of the gut microbial community upon host physiology is needed to establish these relationships.",2011 Nov,Flint HJ,obesity and the gut microbiota,S128-32,eng,7910017,Journal of clinical gastroenterology,doi: 10.1097/MCG.0b013e31821f44c4,citation,NA,NA,NA,2011/11/01 00:00,Flint HJ,1,10
4943932,"The various components of the intestinal microflora in the mouse become established according to a definite time sequence; the strict anaerobes are the last groups of bacteria to reach their maximum population levels, 14-16 days after birth. The multiplication of these strict anaerobes in the mouse intestine seems to depend upon the prior multiplication of other bacterial species, and coincides with the ingestion of food other than maternal milk. These two conditioning factors may correspond to the establishment of a suitably reduced Eh potential and to the provision of certain metabolites. Once established, the strict anaerobes constitute by far the largest percentage of the total intestinal microflora; most of them are associated in a viable form with the mucosa. In normal animals they persist at very high levels throughout the life span. However, their populations can be drastically reduced by dietary manipulation of the animal, by administration of vancomycin, or by certain disease processes of the intestine. The strict anaerobic bacteria seem to play an important, and perhaps essential role in the maintenance of the anatomic structures and physiological functions of the intestine. They also seem to hold in check several species of intestinal bacteria, in particular the coliform bacilli.",1971 Feb 1,"Lee A, Gordon J, Lee CJ, Dubos R",mouse intestinal microflora with emphasis on the strict anaerobes,339-52,eng,2985109R,The Journal of experimental medicine,NA,citation,NA,NA,NA,1971/02/01 00:00,Lee A,1,11
27845787,"Quantitative and qualitative changes in gut microbial composition have been linked to obesity and obesity-related complications, and eating pattern has been shown to significantly impact the gut microbiome. Meanwhile, tea polyphenols are known to have health benefits such as improving glucose tolerance and decreasing liver fat deposition that may be helpful in combating obesity and obesity-related disorders. We therefore studied the effect of green tea polyphenols on gut microbial diversity and fat deposition in C57BL/6J Human Flora-Associated (HFA) mice, which were divided into five groups: low fat (LF), high fat (HF), high fat + 0.05% tea polyphenols (HF + 0.05% TP), high fat + 0.2% tea polyphenols (HF + 0.2% TP) and high fat + 0.8% tea polyphenols (HF + 0.8% TP). 16S rRNA V6-V8 region PCR-DGGE profiles showed that a high fat diet was associated with a significant reduction in microbial diversity. This reduction could be alleviated by a HF + 0.2% TP diet, with a significant increase in the number of lactic acid bacteria in the HF + 0.2% TP group compared with the LF group (P < 0.05). Body weight (P < 0.05) and fat pad weight (P < 0.001) were significantly increased in the HF compared with the LF group, with notable adipocyte hypertrophy in the HF group, indicating successful establishment of the high fat model. Body weight among the HF + 0.2% TP group and HF + 0.8% TP group (but not the HF + 0.05% TP group) was significantly lower than the body weight in the HF group (P < 0.01). Therefore, tea polyphenols may effectively retard diet-induced weight gain and body fat gain, adipocyte hypertrophy and hepatic steatosis in a dose-dependent manner.",2016 Dec 7,"Wang L, Zeng B, Zhang X, Liao Z, Gu L, Liu Z, Zhong Q, Wei H, Fang X",effect of green tea polyphenols on gut microbial diversity and fat deposition in c57bl 6j hfa mice,4956-4966,eng,101549033,Food &amp; function,NA,citation,NA,NA,NA,2016/12/07 00:00,Wang L,1,3
27993177,"Production of trimethylamine-N-oxide (TMAO), a biomarker of CVD risk, is dependent on intestinal microbiota, but little is known of dietary conditions promoting changes in gut microbial communities. Resistant starches (RS) alter the human microbiota. We sought to determine whether diets varying in RS and carbohydrate (CHO) content affect plasma TMAO levels. We also assessed postprandial glucose and insulin responses and plasma lipid changes to diets high and low in RS. In a cross-over trial, fifty-two men and women consumed a 2-week baseline diet (41 percentage of energy (%E) CHO, 40 % fat, 19 % protein), followed by 2-week high- and low-RS diets separated by 2-week washouts. RS diets were assigned at random within the context of higher (51-53 %E) v. lower CHO (39-40 %E) intake. Measurements were obtained in the fasting state and, for glucose and insulin, during a meal test matching the composition of the assigned diet. With lower CHO intake, plasma TMAO, carnitine, betaine and γ-butyrobetaine concentrations were higher after the high- v. low-RS diet (P<0·01 each). These metabolites were not differentially affected by high v. low RS when CHO intake was high. Although the high-RS meal reduced postprandial insulin and glucose responses when CHO intake was low (P<0·01 each), RS did not affect fasting lipids, lipoproteins, glucose or insulin irrespective of dietary CHO content. In conclusion, a lower-CHO diet high in RS was associated with higher plasma TMAO levels. These findings, together with the absence of change in fasting lipids, suggest that short-term high-RS diets do not improve markers of cardiometabolic health.",2016 Dec,"Bergeron N, Williams PT, Lamendella R, Faghihnia N, Grube A, Li X, Wang Z, Knight R, Jansson JK, Hazen SL, Krauss RM",diets high in resistant starch increase plasma levels of trimethylamine n oxide a gut microbiome metabolite associated with cvd risk,2020-2029,eng,0372547,The British journal of nutrition,doi: 10.1017/S0007114516004165,citation,NA,NA,NA,2016/12/01 00:00,Bergeron N,1,8
27713958,"We investigated the anti-obesity effects of the potential prebiotic, laminarin, on mice fed a high-fat diet. A metagenomics approach was applied to characterize the ecological and functional differences of gut microbiota among mice fed a normal diet (CTL), a high-fat diet (HFD), and a laminarin-supplemented high-fat diet (HFL). The HFL mice showed a slower weight gain than the HFD mice during the laminarin-feeding period, but the rate of weight gain increased after the termination of laminarin supplementation. Gut microbial community analysis showed clear differences between the CTL and HFD mice, whereas the HFL mice were between the two. A higher abundance of carbohydrate active enzymes was observed in the HFL mice compared to the HFD mice, with especially notable increases in glycoside hydrolase and polysaccharide lyases. A significant decrease in Firmicutes and an increase in the Bacteroidetes phylum, especially the genus Bacteroides, were observed during laminarin ingestion. Laminarin ingestion altered the gut microbiota at the species level, which was re-shifted after termination of laminarin ingestion. Therefore, supplementing laminarin could reduce the adverse effects of a high-fat diet by shifting the gut microbiota towards a higher energy metabolism. Thus, laminarin could be used to develop anti-obesity functional foods. Our results also suggest that laminarin would need to be consumed regularly in order to prevent or manage obesity.",2016 Oct 12,"Nguyen SG, Kim J, Guevarra RB, Lee JH, Kim E, Kim SI, Unno T",laminarin favorably modulates gut microbiota in mice fed a high fat diet,4193-4201,eng,101549033,Food &amp; function,NA,citation,NA,NA,NA,2016/10/12 00:00,Nguyen SG,1,2
25820326,"The gut microbiota is able to modulate host physiology through the production of bioactive metabolites. Our recent studies suggest that changes in gut microbiota composition upon prebiotics supplementation alter tissue levels of PUFA-derived metabolites in mice. However, in vivo evidence that gut microbes produces PUFA-derived metabolites is lacking. This study aimed to decipher the contribution of gut microbes versus that of the host in PUFA-derived metabolite production.To achieve this goal, we compared the proportion of PUFA-derived metabolites and the expression of fatty acid desaturases in germ-free (GF) and conventionalized (CONV) mice fed either a low fat or Western diet. Higher concentrations of PUFA-derived metabolites were found in the colonic contents of conventionalized mice (CONV) mice compared to GF mice. The abundance of these metabolites in host tissues was modulated by dietary treatments but not by microbial status. Although microbial status did significantly influence desaturase expression, no correlations between host enzymes and tissue PUFA-derived metabolite levels were observed.Together, these results highlight the ability of the gut microbiota to produce PUFA-derived metabolites from dietary PUFA. However, microbial production of these metabolites in colonic contents is not necessarily associated with modifications of their concentration in host tissues.© 2015 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim.",2015 Aug,"Druart C, Bindels LB, Schmaltz R, Neyrinck AM, Cani PD, Walter J, Ramer-Tait AE, Delzenne NM",ability of the gut microbiota to produce pufa derived bacterial metabolites proof of concept in germ free versus conventionalized mice,1603-13,eng,101231818,Molecular nutrition &amp; food research,doi: 10.1002/mnfr.201500014,citation,NA,NA,NA,2015/08/01 00:00,Druart C,1,7
26458921,"Colonic diverticulosis imposes a significant burden on industrialized societies. The current accepted causes of diverticula formation include low fiber content in the western diet with decreased intestinal content and size of the lumen, leading to the transmission of muscular contraction pressure to the wall of the colon, inducing the formation of diverticula usually at the weakest point of the wall where penetration of the blood vessels occurs. Approximately 20 % of the patients with colonic diverticulosis develop abdominal symptoms (i.e., abdominal pain and discomfort, bloating, constipation, and diarrhea), a condition which is defined as symptomatic uncomplicated diverticular disease (SUDD). The pathogenesis of SUDD symptoms remains uncertain and even less is known about how to adequately manage bowel symptoms. Recently, low-grade inflammation, altered intestinal microbiota, visceral hypersensitivity, and abnormal colonic motility have been identified as factors leading to symptom development, thus changing and improving the therapeutic approach. In this review, a comprehensive search of the literature regarding on SUDD pathogenetic hypotheses and pharmacological strategies was carried out. The pathogenesis of SUDD, although not completely clarified, seems to be related to an interaction between colonic microbiota alterations, and immune, enteric nerve, and muscular system dysfunction (Cuomo et al. in United Eur Gastroenterol J 2:413-442, 2014). Greater understanding of the inflammatory pathways and gut microbiota composition in subjects affected by SUDD has increased therapeutic options, including the use of gut-directed antibiotics, mesalazine, and probiotics (Bianchi et al. in Aliment Pharmacol Ther 33:902-910, 2011; Comparato et al. in Dig Dis Sci 52:2934-2941, 2007; Tursi et al. in Aliment Pharmacol Ther 38:741-751, 2013); however, more research is necessary to validate the safety, effectiveness, and cost-effectiveness of these interventions.",2016 Mar,"Scaioli E, Colecchia A, Marasco G, Schiumerini R, Festi D",pathophysiology and therapeutic strategies for symptomatic uncomplicated diverticular disease of the colon,673-83,eng,7902782,Digestive diseases and sciences,doi: 10.1007/s10620-015-3925-0,citation,NA,NA,NA,2016/03/01 00:00,Scaioli E,1,6
28166818,"Obesity-related diseases, including type 2 diabetes and cardiovascular disease, have reached epidemic proportions in industrialized nations, and dietary interventions for their prevention are therefore important. Resistant starches (RS) improve insulin sensitivity in clinical trials, but the mechanisms underlying this health benefit remain poorly understood. Because RS fermentation by the gut microbiota results in the formation of physiologically active metabolites, we chose to specifically determine the role of the gut microbiota in mediating the metabolic benefits of RS. To achieve this goal, we determined the effects of RS when added to a Western diet on host metabolism in mice with and without a microbiota.RS feeding of conventionalized mice improved insulin sensitivity and redressed some of the Western diet-induced changes in microbiome composition. However, parallel experiments in germ-free littermates revealed that RS-mediated improvements in insulin levels also occurred in the absence of a microbiota. RS reduced gene expression of adipose tissue macrophage markers and altered cecal concentrations of several bile acids in both germ-free and conventionalized mice; these effects were strongly correlated with the metabolic benefits, providing a potential microbiota-independent mechanism to explain the physiological effects of RS.This study demonstrated that some metabolic benefits exerted by dietary RS, especially improvements in insulin levels, occur independently of the microbiota and could involve alterations in the bile acid cycle and adipose tissue immune modulation. This work also sets a precedent for future mechanistic studies aimed at establishing the causative role of the gut microbiota in mediating the benefits of bioactive compounds and functional foods.",2017 Feb 7,"Bindels LB, Segura Munoz RR, Gomes-Neto JC, Mutemberezi V, Martínez I, Salazar N, Cody EA, Quintero-Villegas MI, Kittana H, de Los Reyes-Gavilán CG, Schmaltz RJ, Muccioli GG, Walter J, Ramer-Tait AE",resistant starch can improve insulin sensitivity independently of the gut microbiota,12,eng,101615147,Microbiome,doi: 10.1186/s40168-017-0230-5,citation,NA,NA,NA,2017/02/07 00:00,Bindels LB,1,9
27554980,"Mounting evidence has shown that an alteration of the gut microbiota is associated with diet, and plays an important role in animal health and metabolic diseases. However, little is known about the influence of environmental contaminants on the gut microbial community. Bisphenol A (BPA), which is widely used for manufacturing plastic products, has recently been classified as an environmental obesogen. Although many studies have demonstrated the metabolic-disrupting effects of BPA on liver and pancreatic functions, the possible effects of this synthetic compound on the metabolic diversity of the intestinal microbiota is unknown. Using 16S rRNA gene sequencing analysis on caecum samples of CD-1 mice, the present study aimed to test the hypothesis that dietary BPA intake may influence the gut microbiota composition and functions, an important attributing factor to development of the metabolic syndrome. A high-fat diet (HFD) and high-sucrose diet (HSD) were included as the positive controls for comparing the changes in the intestinal microbial profiles. Our results demonstrated a significant reduction of species diversity in the gut microbiota of BPA-fed mice. Alpha and beta diversity analyses showed that dietary BPA intake led to a similar gut microbial community structure as that induced by HFD and HSD in mice. In addition, comparative analysis of the microbial communities revealed that both BPA and a HFD favored the growth of Proteobacteria, a microbial marker of dysbiosis. Consistently, growth induction of the family Helicobacteraceae and reduction of the Firmicutes and Clostridia populations were observed in the mice fed BPA or a HFD. Collectively, our study highlighted that the effects of dietary BPA intake on the shift of microbial community structure were similar to those of a HFD and HSD, and revealed microbial markers for the development of diseases associated with an unstable microbiota.Copyright © 2016 Elsevier Ltd. All rights reserved.",2016 Nov,"Lai KP, Chung YT, Li R, Wan HT, Wong CK",bisphenol a alters gut microbiome comparative metagenomics analysis,923-930,eng,8804476,"Environmental pollution (Barking, Essex : 1987)",doi: 10.1016/j.envpol.2016.08.039,citation,NA,NA,NA,2016/11/01 00:00,Lai KP,1,5
24226770,"Gut commensal microbes shape the mucosal immune system by regulating the differentiation and expansion of several types of T cell. Clostridia, a dominant class of commensal microbe, can induce colonic regulatory T (Treg) cells, which have a central role in the suppression of inflammatory and allergic responses. However, the molecular mechanisms by which commensal microbes induce colonic Treg cells have been unclear. Here we show that a large bowel microbial fermentation product, butyrate, induces the differentiation of colonic Treg cells in mice. A comparative NMR-based metabolome analysis suggests that the luminal concentrations of short-chain fatty acids positively correlates with the number of Treg cells in the colon. Among short-chain fatty acids, butyrate induced the differentiation of Treg cells in vitro and in vivo, and ameliorated the development of colitis induced by adoptive transfer of CD4(+) CD45RB(hi) T cells in Rag1(-/-) mice. Treatment of naive T cells under the Treg-cell-polarizing conditions with butyrate enhanced histone H3 acetylation in the promoter and conserved non-coding sequence regions of the Foxp3 locus, suggesting a possible mechanism for how microbial-derived butyrate regulates the differentiation of Treg cells. Our findings provide new insight into the mechanisms by which host-microbe interactions establish immunological homeostasis in the gut.",2013 Dec 19,"Furusawa Y, Obata Y, Fukuda S, Endo TA, Nakato G, Takahashi D, Nakanishi Y, Uetake C, Kato K, Kato T, Takahashi M, Fukuda NN, Murakami S, Miyauchi E, Hino S, Atarashi K, Onawa S, Fujimura Y, Lockett T, Clarke JM, Topping DL, Tomita M, Hori S, Ohara O, Morita T, Koseki H, Kikuchi J, Honda K, Hase K, Ohno H",commensal microbe derived butyrate induces the differentiation of colonic regulatory t cells,446-50,eng,0410462,Nature,doi: 10.1038/nature12721,citation,NA,NA,NA,2013/12/19 00:00,Furusawa Y,1,4
26973703,"High-fat diet has been known to have adverse effects on metabolic markers, as well as the gut microbiota. However, the effect of heat processing of high-fat diet, which leads to formations of advanced glycation end products (AGEs) has not been clearly distinguished from the effect of unheated fat. This study compared the effect of high-fat diet with heat-treated high-fat diet on adiposity, atherosclerosis and gut microbiota composition in the caecum of apoe (-/-) mice.Male apoe (-/-) mice were fed either low-fat (LF) control diet, high-fat (40 E% saturated fat, HF) control diet, or heat-treated high-fat (200 °C for 10 min, HT) diet, for 8 weeks. The plasma samples were used in the analysis of Nε-carboxy-methyl-lysine (CML) and Nε-carboxy-ethyl-lysine (CEL). The heart samples were analysed for atherosclerotic plaques, and the DNA from caecum was extracted and analysed for microbiota composition using 16S rRNA gene sequencing on a Miseq instrument. Additionally, the functions of microbial communities were also predicted based on the bacterial 16S rRNA gene sequence using Phylogenetic Investigation of Communities by Reconstruction of Unobserved States (PICRUSt).Here we found that HT modifies gut microbiota composition and host adiposity. Prediction of bacterial gene functions based on 16S rRNA gene sequence revealed that HF increased bacterial genera enriched in lipid metabolism genes, while HT did not. Plasma CML and CEL increased 1.7 and 2.5 times, respectively, in mice fed HT as compared to mice fed HF. Despite lower adiposity, mice fed HT maintained atherosclerosis and displayed enlarged spleens.The results suggested that heat processing of high-fat diet modifies the substrates reaching the lower gut of apoe (-/-) mice, resulting in different effects on gut microbiota composition. AGEs seem to maintain the effect on atherosclerosis, despite lower adiposity, and causing enlarged spleens, which possibly reflect elevated levels of inflammation in the body.",2016,"Marungruang N, Fåk F, Tareke E",heat treated high fat diet modifies gut microbiota and metabolic markers in apoe mice,22,eng,101231644,Nutrition &amp; metabolism,doi: 10.1186/s12986-016-0083-0,citation,NA,NA,NA,2016/03/12 00:00,Marungruang N,1,12
